1,0,2.6163854598999023,lose
1,0,5.258777141571045,lose
1,1,12.166560888290405,win
1,0,0.06606006622314453,lose
1,0,2.0969042778015137,lose
1,1,5.011565923690796,win
1,1,8.933112382888794,win
1,0,12.169573783874512,lose
1,0,20.3935546875,lose
1,0,22.567514419555664,lose
1,0,23.815662145614624,lose
1,1,30.390127420425415,win
1,0,30.566287755966187,lose
1,0,30.600319385528564,lose
1,0,10.494614839553833,lose
1,0,13.747886896133423,lose
1,0,13.780636072158813,lose
1,1,17.565964937210083,win
1,0,18.578508138656616,lose
1,0,18.7618989944458,lose
1,1,24.792917013168335,win
1,0,24.82722282409668,lose
1,0,1.078287124633789,lose
1,0,1.1276848316192627,win
1,0,2.7501659393310547,lose
1,0,3.5050806999206543,lose
1,1,7.082597732543945,win
1,0,7.985735893249512,lose
1,0,11.522373676300049,lose
1,0,13.462108850479126,lose
